3,6,-72,-68,-65,-66,-75,-76,-27,-40,-100,-100,-100,-100,-100,-100,-100
3,6.5,-81,-71,-70,-72,-69,-76,-27,-42,-100,-100,-100,-100,-100,-100,-100
3.5,4.5,-71,-69,-78,-82,-65,-70,-30,-41,-100,-100,-100,-100,-100,-100,-100
3.5,5,-61,-66,-71,-68,-69,-100,-29,-71,-100,-100,-100,-100,-100,-100,-100
3.5,5.5,-66,-70,-74,-70,-64,-74,-24,-42,-100,-100,-100,-100,-100,-100,-100
3.5,6,-63,-72,-60,-74,-62,-78,-29,-30,-100,-100,-100,-100,-100,-100,-100
4,4.5,-64,-65,-72,-71,-69,-69,-31,-40,-100,-100,-100,-100,-100,-100,-100
4,5,-64,-73,-73,-76,-68,-74,-29,-39,-100,-100,-100,-100,-100,-100,-100
4,5.5,-62,-77,-75,-67,-64,-70,-24,-45,-100,-100,-100,-100,-100,-100,-100
4.5,4.5,-73,-66,-70,-69,-71,-74,-30,-44,-100,-100,-100,-100,-100,-100,-100
4.5,5,-68,-73,-73,-65,-66,-68,-25,-38,-100,-100,-100,-100,-100,-100,-100
5,4.5,-67,-64,-79,-67,-66,-70,-34,-34,-100,-100,-100,-100,-100,-100,-100
5,5,-70,-63,-76,-65,-64,-74,-35,-35,-100,-100,-100,-100,-100,-100,-100
5.5,4.5,-73,-71,-75,-74,-64,-73,-34,-44,-100,-100,-100,-100,-100,-100,-100
5.5,5,-69,-68,-87,-67,-61,-67,-33,-39,-100,-100,-100,-100,-100,-100,-100
5.5,5.5,-71,-59,-75,-64,-64,-70,-38,-38,-100,-100,-100,-100,-100,-100,-100
5.5,6,-71,-60,-74,-74,-67,-67,-40,-28,-100,-100,-100,-100,-100,-100,-100
6,2,-74,-72,-86,-66,-72,-69,-51,-44,-100,-100,-100,-100,-100,-100,-100
6,2.5,-76,-83,-84,-61,-63,-69,-45,-46,-100,-100,-100,-100,-100,-100,-100
6,3,-71,-77,-75,-60,-65,-65,-41,-53,-100,-100,-100,-100,-100,-100,-100
6,3.5,-79,-72,-77,-54,-66,-60,-40,-50,-100,-100,-100,-100,-100,-100,-100
6,4,-68,-71,-77,-57,-65,-72,-38,-42,-100,-100,-100,-100,-100,-100,-100
6,4.5,-69,-69,-82,-61,-76,-72,-34,-44,-100,-100,-100,-100,-100,-100,-100
6,5,-67,-73,-71,-59,-61,-72,-32,-37,-100,-100,-100,-100,-100,-100,-100
6,5.5,-70,-63,-72,-65,-80,-83,-40,-34,-100,-100,-100,-100,-100,-100,-100
6,6,-76,-63,-71,-68,-60,-70,-36,-35,-100,-100,-100,-100,-100,-100,-100
6.5,6,-71,-70,-70,-62,-62,-72,-42,-57,-100,-100,-100,-100,-100,-100,-100
7,6,-76,-66,-82,-71,-53,-78,-41,-36,-100,-100,-100,-100,-100,-100,-100
7.5,6,-74,-66,-77,-68,-62,-77,-46,-56,-100,-100,-100,-100,-100,-100,-100
6.5,2,-63,-65,-80,-74,-71,-73,-50,-48,-100,-100,-100,-100,-100,-100,-100
6.5,2.5,-76,-71,-80,-57,-66,-74,-47,-47,-100,-100,-100,-100,-100,-100,-100
6.5,3,-71,-67,-75,-71,-75,-69,-38,-71,-100,-100,-100,-100,-100,-100,-100
6.5,3.5,-78,-75,-76,-63,-66,-72,-33,-53,-100,-100,-100,-100,-100,-100,-100
6.5,4,-78,-78,-71,-69,-62,-77,-41,-42,-100,-100,-100,-100,-100,-100,-100
7,2,-69,-71,-77,-58,-75,-65,-47,-51,-100,-100,-100,-100,-100,-100,-100
7,2.5,-71,-72,-69,-64,-62,-70,-47,-47,-100,-100,-100,-100,-100,-100,-100
7,3,-74,-72,-80,-60,-62,-72,-39,-44,-100,-100,-100,-100,-100,-100,-100
7,3.5,-75,-68,-73,-65,-61,-66,-40,-48,-100,-100,-100,-100,-100,-100,-100
7,4,-72,-76,-69,-70,-61,-65,-42,-48,-100,-100,-100,-100,-100,-100,-100
2.5,4.5,-63,-72,-86,-74,-74,-75,-31,-44,-100,-100,-100,-100,-100,-100,-100
2.5,4.5,-64,-72,-84,-72,-79,-75,-31,-45,-100,-100,-100,-100,-100,-100,-100
2.5,4.5,-63,-72,-85,-74,-80,-75,-31,-45,-100,-100,-100,-100,-100,-100,-100
2.5,4.5,-63,-74,-85,-72,-83,-76,-31,-44,-100,-100,-100,-100,-100,-100,-100
2.5,4.5,-64,-72,-85,-72,-75,-76,-31,-44,-100,-100,-100,-100,-100,-100,-100
3,4.5,-71,-67,-75,-70,-69,-88,-37,-39,-100,-100,-100,-100,-100,-100,-100
3,4.5,-61,-72,-71,-73,-69,-84,-37,-38,-100,-100,-100,-100,-100,-100,-100
3,4.5,-70,-68,-75,-69,-70,-81,-37,-39,-100,-100,-100,-100,-100,-100,-100
3,4.5,-66,-67,-71,-69,-68,-83,-37,-39,-100,-100,-100,-100,-100,-100,-100
3,4.5,-66,-72,-73,-74,-69,-70,-37,-38,-100,-100,-100,-100,-100,-100,-100
3,5,-64,-78,-67,-67,-84,-72,-30,-48,-100,-100,-100,-100,-100,-100,-100
3,5,-69,-72,-67,-68,-75,-72,-30,-53,-100,-100,-100,-100,-100,-100,-100
3,5,-69,-73,-67,-71,-87,-100,-30,-49,-100,-100,-100,-100,-100,-100,-100
3,5,-65,-72,-70,-70,-84,-72,-30,-48,-100,-100,-100,-100,-100,-100,-100
3,5,-73,-72,-74,-70,-75,-76,-30,-49,-100,-100,-100,-100,-100,-100,-100
3,5.5,-66,-70,-70,-65,-74,-77,-28,-40,-100,-100,-100,-100,-100,-100,-100
3,5.5,-66,-70,-75,-73,-83,-77,-28,-40,-100,-100,-100,-100,-100,-100,-100
3,5.5,-67,-71,-77,-65,-72,-73,-28,-40,-100,-100,-100,-100,-100,-100,-100
3,5.5,-70,-70,-72,-65,-83,-100,-28,-40,-100,-100,-100,-100,-100,-100,-100
3,5.5,-71,-72,-76,-66,-80,-76,-28,-40,-100,-100,-100,-100,-100,-100,-100
3,6,-62,-69,-67,-70,-70,-73,-29,-47,-100,-100,-100,-100,-100,-100,-100
3,6,-63,-68,-65,-71,-73,-76,-29,-46,-100,-100,-100,-100,-100,-100,-100
3,6,-62,-68,-71,-71,-71,-72,-30,-47,-100,-100,-100,-100,-100,-100,-100
3,6,-63,-67,-65,-71,-71,-72,-30,-47,-100,-100,-100,-100,-100,-100,-100
3,6,-62,-67,-67,-70,-73,-73,-30,-47,-100,-100,-100,-100,-100,-100,-100
3,6.5,-75,-70,-69,-67,-89,-74,-27,-34,-100,-100,-100,-100,-100,-100,-100
3,6.5,-78,-78,-76,-71,-73,-74,-27,-35,-100,-100,-100,-100,-100,-100,-100
3,6.5,-76,-69,-76,-71,-73,-73,-27,-72,-100,-100,-100,-100,-100,-100,-100
3,6.5,-73,-71,-67,-71,-93,-74,-27,-34,-100,-100,-100,-100,-100,-100,-100
3,6.5,-80,-71,-77,-70,-87,-74,-27,-33,-100,-100,-100,-100,-100,-100,-100
3.5,4.5,-65,-66,-74,-65,-67,-100,-34,-42,-100,-100,-100,-100,-100,-100,-100
3.5,4.5,-65,-71,-75,-64,-63,-73,-34,-42,-100,-100,-100,-100,-100,-100,-100
3.5,4.5,-76,-68,-71,-66,-64,-73,-34,-41,-100,-100,-100,-100,-100,-100,-100
3.5,4.5,-65,-70,-80,-65,-63,-72,-34,-77,-100,-100,-100,-100,-100,-100,-100
3.5,4.5,-65,-70,-71,-67,-66,-100,-34,-43,-100,-100,-100,-100,-100,-100,-100
3.5,5,-66,-64,-67,-76,-64,-76,-33,-36,-100,-100,-100,-100,-100,-100,-100
3.5,5,-61,-64,-69,-76,-68,-69,-33,-36,-100,-100,-100,-100,-100,-100,-100
3.5,5,-62,-69,-69,-71,-69,-77,-33,-41,-100,-100,-100,-100,-100,-100,-100
3.5,5,-62,-66,-67,-75,-67,-69,-33,-36,-100,-100,-100,-100,-100,-100,-100
3.5,5,-61,-65,-73,-72,-66,-76,-33,-39,-100,-100,-100,-100,-100,-100,-100
3.5,5.5,-69,-70,-65,-77,-65,-68,-27,-42,-100,-100,-100,-100,-100,-100,-100
3.5,5.5,-68,-70,-69,-70,-70,-68,-27,-42,-100,-100,-100,-100,-100,-100,-100
3.5,5.5,-70,-77,-67,-79,-66,-71,-27,-43,-100,-100,-100,-100,-100,-100,-100
3.5,5.5,-69,-76,-72,-71,-69,-79,-27,-43,-100,-100,-100,-100,-100,-100,-100
3.5,5.5,-64,-70,-65,-71,-66,-71,-27,-43,-100,-100,-100,-100,-100,-100,-100
3.5,6,-66,-71,-67,-70,-73,-78,-26,-52,-100,-100,-100,-100,-100,-100,-100
3.5,6,-64,-66,-65,-68,-73,-68,-26,-34,-100,-100,-100,-100,-100,-100,-100
3.5,6,-65,-66,-67,-67,-73,-79,-26,-38,-100,-100,-100,-100,-100,-100,-100
3.5,6,-67,-74,-67,-69,-69,-68,-26,-67,-100,-100,-100,-100,-100,-100,-100
3.5,6,-65,-74,-64,-69,-86,-69,-26,-33,-100,-100,-100,-100,-100,-100,-100
4,4.5,-67,-66,-81,-67,-67,-73,-34,-36,-100,-100,-100,-100,-100,-100,-100
4,4.5,-75,-63,-70,-70,-67,-72,-33,-36,-100,-100,-100,-100,-100,-100,-100
4,4.5,-71,-62,-71,-70,-65,-73,-34,-40,-100,-100,-100,-100,-100,-100,-100
4,4.5,-74,-64,-71,-70,-66,-72,-34,-37,-100,-100,-100,-100,-100,-100,-100
4,4.5,-83,-66,-70,-73,-66,-79,-34,-36,-100,-100,-100,-100,-100,-100,-100
4,5,-65,-76,-74,-78,-63,-71,-28,-33,-100,-100,-100,-100,-100,-100,-100
4,5,-66,-79,-77,-71,-66,-72,-28,-34,-100,-100,-100,-100,-100,-100,-100
4,5,-71,-77,-75,-71,-74,-70,-28,-33,-100,-100,-100,-100,-100,-100,-100
4,5,-66,-74,-76,-69,-64,-71,-28,-33,-100,-100,-100,-100,-100,-100,-100
4,5,-65,-76,-76,-77,-67,-72,-28,-70,-100,-100,-100,-100,-100,-100,-100
4,5.5,-64,-72,-85,-75,-68,-66,-30,-48,-100,-100,-100,-100,-100,-100,-100
4,5.5,-67,-65,-87,-76,-69,-83,-30,-67,-100,-100,-100,-100,-100,-100,-100
4,5.5,-65,-65,-72,-76,-68,-82,-30,-56,-100,-100,-100,-100,-100,-100,-100
4,5.5,-66,-74,-72,-75,-68,-79,-30,-47,-100,-100,-100,-100,-100,-100,-100
4,5.5,-65,-82,-80,-76,-70,-67,-30,-47,-100,-100,-100,-100,-100,-100,-100
4.5,4.5,-68,-67,-71,-72,-71,-71,-32,-37,-100,-100,-100,-100,-100,-100,-100
4.5,4.5,-66,-70,-77,-80,-71,-67,-32,-71,-100,-100,-100,-100,-100,-100,-100
4.5,4.5,-72,-70,-73,-71,-65,-77,-32,-39,-100,-100,-100,-100,-100,-100,-100
4.5,4.5,-72,-67,-78,-72,-71,-69,-32,-72,-100,-100,-100,-100,-100,-100,-100
4.5,4.5,-70,-67,-73,-70,-65,-71,-32,-38,-100,-100,-100,-100,-100,-100,-100
4.5,5,-65,-66,-79,-81,-70,-69,-25,-33,-100,-100,-100,-100,-100,-100,-100
4.5,5,-72,-78,-76,-75,-65,-70,-25,-66,-100,-100,-100,-100,-100,-100,-100
4.5,5,-72,-78,-78,-72,-67,-69,-25,-33,-100,-100,-100,-100,-100,-100,-100
4.5,5,-72,-66,-78,-75,-69,-69,-25,-33,-100,-100,-100,-100,-100,-100,-100
4.5,5,-69,-66,-78,-74,-68,-73,-25,-34,-100,-100,-100,-100,-100,-100,-100
5,4.5,-69,-70,-75,-66,-65,-71,-30,-56,-100,-100,-100,-100,-100,-100,-100
5,4.5,-70,-68,-73,-72,-63,-70,-29,-56,-100,-100,-100,-100,-100,-100,-100
5,4.5,-66,-67,-73,-64,-63,-72,-29,-56,-100,-100,-100,-100,-100,-100,-100
5,4.5,-71,-68,-73,-64,-66,-70,-29,-55,-100,-100,-100,-100,-100,-100,-100
5,4.5,-70,-66,-74,-64,-65,-71,-29,-38,-100,-100,-100,-100,-100,-100,-100
5,5,-70,-61,-79,-68,-63,-76,-38,-37,-100,-100,-100,-100,-100,-100,-100
5,5,-68,-62,-76,-70,-64,-79,-38,-38,-100,-100,-100,-100,-100,-100,-100
5,5,-68,-65,-81,-68,-63,-68,-38,-36,-100,-100,-100,-100,-100,-100,-100
5,5,-70,-60,-76,-69,-70,-78,-38,-37,-100,-100,-100,-100,-100,-100,-100
5,5,-69,-74,-80,-67,-64,-78,-38,-35,-100,-100,-100,-100,-100,-100,-100
5.5,4.5,-81,-76,-76,-71,-65,-73,-38,-43,-100,-100,-100,-100,-100,-100,-100
5.5,4.5,-70,-67,-73,-62,-67,-73,-38,-43,-100,-100,-100,-100,-100,-100,-100
5.5,4.5,-77,-81,-73,-71,-71,-72,-38,-44,-100,-100,-100,-100,-100,-100,-100
5.5,4.5,-71,-79,-77,-71,-65,-67,-38,-43,-100,-100,-100,-100,-100,-100,-100
5.5,4.5,-81,-65,-73,-62,-71,-73,-38,-43,-100,-100,-100,-100,-100,-100,-100
5.5,5,-68,-69,-71,-66,-65,-69,-32,-39,-100,-100,-100,-100,-100,-100,-100
5.5,5,-68,-72,-70,-68,-63,-70,-32,-39,-100,-100,-100,-100,-100,-100,-100
5.5,5,-77,-70,-87,-65,-63,-74,-32,-39,-100,-100,-100,-100,-100,-100,-100
5.5,5,-83,-68,-70,-64,-69,-70,-32,-38,-100,-100,-100,-100,-100,-100,-100
5.5,5,-67,-71,-75,-64,-64,-76,-32,-39,-100,-100,-100,-100,-100,-100,-100
5.5,5.5,-78,-59,-80,-64,-67,-75,-31,-31,-100,-100,-100,-100,-100,-100,-100
5.5,5.5,-73,-65,-81,-63,-67,-70,-31,-69,-100,-100,-100,-100,-100,-100,-100
5.5,5.5,-86,-60,-80,-64,-63,-76,-31,-30,-100,-100,-100,-100,-100,-100,-100
5.5,5.5,-83,-60,-77,-65,-65,-69,-31,-31,-100,-100,-100,-100,-100,-100,-100
5.5,5.5,-72,-60,-76,-60,-67,-75,-31,-30,-100,-100,-100,-100,-100,-100,-100
5.5,6,-66,-65,-69,-75,-66,-65,-35,-30,-100,-100,-100,-100,-100,-100,-100
5.5,6,-67,-64,-70,-70,-65,-64,-35,-30,-100,-100,-100,-100,-100,-100,-100
5.5,6,-71,-67,-84,-71,-67,-65,-35,-30,-100,-100,-100,-100,-100,-100,-100
5.5,6,-67,-65,-69,-70,-67,-63,-35,-30,-100,-100,-100,-100,-100,-100,-100
5.5,6,-68,-65,-82,-75,-65,-64,-35,-30,-100,-100,-100,-100,-100,-100,-100
6,2,-71,-72,-82,-62,-73,-74,-50,-50,-100,-100,-100,-100,-100,-100,-100
6,2,-73,-76,-82,-64,-71,-67,-53,-46,-100,-100,-100,-100,-100,-100,-100
6,2,-68,-75,-86,-64,-81,-73,-51,-48,-100,-100,-100,-100,-100,-100,-100
6,2,-68,-72,-82,-64,-75,-69,-51,-50,-100,-100,-100,-100,-100,-100,-100
6,2,-67,-74,-86,-62,-69,-68,-51,-49,-100,-100,-100,-100,-100,-100,-100
6,2.5,-74,-76,-100,-59,-62,-66,-44,-46,-100,-100,-100,-100,-100,-100,-100
6,2.5,-74,-78,-100,-61,-67,-62,-44,-47,-100,-100,-100,-100,-100,-100,-100
6,2.5,-74,-79,-86,-60,-65,-63,-44,-47,-100,-100,-100,-100,-100,-100,-100
6,2.5,-76,-83,-84,-58,-62,-63,-44,-49,-100,-100,-100,-100,-100,-100,-100
6,2.5,-74,-79,-84,-60,-66,-65,-44,-50,-100,-100,-100,-100,-100,-100,-100
6,3,-70,-76,-78,-53,-65,-68,-42,-53,-100,-100,-100,-100,-100,-100,-100
6,3,-73,-74,-83,-51,-63,-67,-42,-53,-100,-100,-100,-100,-100,-100,-100
6,3,-73,-75,-84,-60,-65,-67,-42,-55,-100,-100,-100,-100,-100,-100,-100
6,3,-86,-77,-84,-51,-65,-74,-42,-54,-100,-100,-100,-100,-100,-100,-100
6,3,-74,-79,-77,-52,-66,-68,-42,-53,-100,-100,-100,-100,-100,-100,-100
6,3.5,-76,-73,-74,-58,-60,-66,-40,-47,-100,-100,-100,-100,-100,-100,-100
6,3.5,-76,-74,-72,-55,-67,-68,-40,-49,-100,-100,-100,-100,-100,-100,-100
6,3.5,-71,-73,-72,-52,-60,-67,-40,-49,-100,-100,-100,-100,-100,-100,-100
6,3.5,-75,-74,-74,-58,-60,-70,-40,-48,-100,-100,-100,-100,-100,-100,-100
6,3.5,-88,-81,-75,-54,-60,-71,-40,-50,-100,-100,-100,-100,-100,-100,-100
6,4,-79,-65,-79,-61,-71,-79,-37,-78,-100,-100,-100,-100,-100,-100,-100
6,4,-70,-70,-78,-56,-64,-68,-37,-39,-100,-100,-100,-100,-100,-100,-100
6,4,-69,-67,-77,-55,-70,-86,-37,-41,-100,-100,-100,-100,-100,-100,-100
6,4,-70,-69,-78,-58,-67,-68,-37,-41,-100,-100,-100,-100,-100,-100,-100
6,4,-68,-70,-78,-61,-70,-79,-37,-39,-100,-100,-100,-100,-100,-100,-100
6,4.5,-70,-73,-70,-61,-65,-68,-35,-48,-100,-100,-100,-100,-100,-100,-100
6,4.5,-70,-69,-80,-76,-65,-62,-36,-47,-100,-100,-100,-100,-100,-100,-100
6,4.5,-87,-68,-76,-62,-59,-63,-36,-47,-100,-100,-100,-100,-100,-100,-100
6,4.5,-71,-69,-70,-61,-67,-62,-37,-47,-100,-100,-100,-100,-100,-100,-100
6,4.5,-71,-70,-70,-77,-65,-64,-37,-48,-100,-100,-100,-100,-100,-100,-100
6,5,-77,-72,-71,-75,-68,-75,-38,-46,-100,-100,-100,-100,-100,-100,-100
6,5,-80,-71,-74,-61,-64,-74,-38,-46,-100,-100,-100,-100,-100,-100,-100
6,5,-67,-64,-74,-74,-64,-76,-38,-46,-100,-100,-100,-100,-100,-100,-100
6,5,-80,-79,-71,-61,-68,-73,-38,-47,-100,-100,-100,-100,-100,-100,-100
6,5,-79,-70,-72,-61,-68,-73,-38,-46,-100,-100,-100,-100,-100,-100,-100
6,5.5,-69,-64,-70,-70,-68,-83,-39,-29,-100,-100,-100,-100,-100,-100,-100
6,5.5,-69,-65,-70,-63,-69,-73,-39,-29,-100,-100,-100,-100,-100,-100,-100
6,5.5,-78,-64,-79,-62,-68,-72,-39,-29,-100,-100,-100,-100,-100,-100,-100
6,5.5,-69,-64,-78,-63,-60,-83,-39,-29,-100,-100,-100,-100,-100,-100,-100
6,5.5,-69,-64,-70,-71,-68,-73,-39,-29,-100,-100,-100,-100,-100,-100,-100
6,6,-77,-65,-73,-62,-62,-79,-37,-31,-100,-100,-100,-100,-100,-100,-100
6,6,-72,-68,-79,-69,-59,-78,-37,-31,-100,-100,-100,-100,-100,-100,-100
6,6,-74,-64,-72,-61,-63,-74,-37,-30,-100,-100,-100,-100,-100,-100,-100
6,6,-74,-62,-71,-69,-62,-72,-37,-32,-100,-100,-100,-100,-100,-100,-100
6,6,-75,-62,-78,-69,-59,-80,-37,-31,-100,-100,-100,-100,-100,-100,-100
6.5,6,-73,-69,-74,-64,-63,-73,-41,-38,-100,-100,-100,-100,-100,-100,-100
6.5,6,-73,-69,-73,-61,-56,-72,-42,-39,-100,-100,-100,-100,-100,-100,-100
6.5,6,-74,-65,-74,-61,-63,-68,-42,-37,-100,-100,-100,-100,-100,-100,-100
6.5,6,-73,-69,-69,-64,-64,-74,-42,-37,-100,-100,-100,-100,-100,-100,-100
6.5,6,-69,-70,-74,-62,-56,-74,-42,-38,-100,-100,-100,-100,-100,-100,-100
7,6,-78,-61,-79,-74,-59,-84,-42,-40,-100,-100,-100,-100,-100,-100,-100
7,6,-80,-61,-79,-70,-56,-74,-42,-40,-100,-100,-100,-100,-100,-100,-100
7,6,-80,-61,-73,-75,-62,-74,-42,-40,-100,-100,-100,-100,-100,-100,-100
7,6,-77,-63,-78,-70,-61,-74,-42,-40,-100,-100,-100,-100,-100,-100,-100
7,6,-80,-64,-73,-74,-61,-74,-42,-40,-100,-100,-100,-100,-100,-100,-100
7.5,6,-75,-86,-75,-61,-64,-73,-43,-48,-100,-100,-100,-100,-100,-100,-100
7.5,6,-74,-86,-76,-64,-71,-83,-42,-46,-100,-100,-100,-100,-100,-100,-100
7.5,6,-73,-86,-75,-61,-60,-79,-43,-47,-100,-100,-100,-100,-100,-100,-100
7.5,6,-75,-75,-76,-63,-64,-86,-43,-47,-100,-100,-100,-100,-100,-100,-100
7.5,6,-78,-67,-73,-62,-71,-84,-42,-48,-100,-100,-100,-100,-100,-100,-100
6.5,2,-65,-64,-100,-57,-75,-74,-47,-45,-100,-100,-100,-100,-100,-100,-100
6.5,2,-69,-68,-83,-58,-74,-75,-47,-44,-100,-100,-100,-100,-100,-100,-100
6.5,2,-68,-66,-86,-57,-73,-76,-47,-47,-100,-100,-100,-100,-100,-100,-100
6.5,2,-68,-67,-86,-58,-72,-76,-47,-44,-100,-100,-100,-100,-100,-100,-100
6.5,2,-72,-68,-82,-56,-75,-75,-47,-44,-100,-100,-100,-100,-100,-100,-100
6.5,2.5,-75,-72,-88,-58,-67,-64,-47,-55,-100,-100,-100,-100,-100,-100,-100
6.5,2.5,-70,-71,-86,-58,-67,-73,-47,-57,-100,-100,-100,-100,-100,-100,-100
